authors,title,year,volume,issue,start_page,end_page,citations,q75_citations,prop_rank,omit,statistical,individual,population,community,ecosystem,spatial,validation_selection,tools_practices
"King, DA","Juvenile foliage and the scaling of tree proportions, with emphasis on eucalyptus",1999,80,6,1944,1954,32,174,0.13291139240506328,keep,no,NA,NA,NA,NA,NA,NA,NA
"Reich, PB; Ellsworth, DS; Walters, MB; Vose, JM; Gresham, C; Volin, JC; Bowman, WD",Generality of leaf trait relationships: a test across six biomes,1999,80,6,1955,1969,1001,174,0.9915611814345991,keep,no,NA,NA,NA,NA,NA,NA,NA
"Keinanen, M; Julkunen-Tiitto, R; Mutikainen, P; Walls, M; Ovaska, J; Vapaavuori, E","Trade-offs in phenolic metabolism of silver birch: effects of fertilization, defoliation, and genotype",1999,80,6,1970,1986,123,174,0.6265822784810127,keep,no,NA,NA,NA,NA,NA,NA,NA
"Barot, S; Gignoux, J; Menaut, JC",Demography of a savanna palm tree: predictions from comprehensive spatial pattern analyses,1999,80,6,1987,2005,202,174,0.7932489451476793,keep,yes,0,1,0,0,1,0,0
"Webb, CO; Peart, DR",Seedling density dependence promotes coexistence of bornean rain forest trees,1999,80,6,2006,2017,165,174,0.7109704641350211,keep,no,NA,NA,NA,NA,NA,NA,NA
"DeSimone, SA; Zedler, PH",Shrub seedling recruitment in unburned californian coastal sage scrub and adjacent grassland,1999,80,6,2018,2032,45,174,0.20675105485232068,keep,no,NA,NA,NA,NA,NA,NA,NA
"Galen, C; Stanton, ML",Seedling establishment in alpine buttercups under experimental manipulations of growing-season length,1999,80,6,2033,2044,30,174,0.12236286919831224,keep,no,NA,NA,NA,NA,NA,NA,NA
"Williams, K; Ewel, KC; Stumpf, RP; Putz, FE; Workman, TW","Sea-level rise and coastal forest retreat on the west coast of florida, usa",1999,80,6,2045,2063,177,174,0.759493671,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hacker, SD; Bertness, MD",Experimental evidence for factors maintaining plant species diversity in a new england salt marsh,1999,80,6,2064,2073,117,174,0.6033755274261603,keep,no,NA,NA,NA,NA,NA,NA,NA
"Holland, JN; Fleming, TH","Mutualistic interactions between upiga virescens (pyralidae), a pollinating seed-consumer, and lophocereus schottii (cactaceae)",1999,80,6,2074,2084,88,174,0.48523206751054854,keep,no,NA,NA,NA,NA,NA,NA,NA
"Stachowicz, JJ; Hay, ME",Mutualism and coral persistence: the role of herbivore resistance to algal chemical defense,1999,80,6,2085,2101,85,174,0.4620253164556962,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wissinger, SA; Whiteman, HH; Sparks, GB; Rouse, GL; Brown, WS",Foraging trade-offs along a predator-permanence gradient in subalpine wetlands,1999,80,6,2102,2116,91,174,0.4978902953586498,keep,no,NA,NA,NA,NA,NA,NA,NA
"Relyea, RA; Werner, EE",Quantifying the relation between predator-induced behavior and growth performance in larval anurans,1999,80,6,2117,2124,152,174,0.6877637130801688,keep,no,NA,NA,NA,NA,NA,NA,NA
"Whigham, DF; Twilley, RR; Feller, IC",Within-stand nutrient cycling in wetland ecosystems,1999,80,7,2137,2138,1,174,0.029535864978902954,omit,no,NA,NA,NA,NA,NA,NA,NA
"Jonasson, S; Shaver, GR",Within-stand nutrient cycling in arctic and boreal wetlands,1999,80,7,2139,2150,84,174,0.45569620253164556,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bedford, BL; Walbridge, MR; Aldous, A",Patterns in nutrient availability and plant diversity of temperate north american wetlands,1999,80,7,2151,2169,381,174,0.9451476793248945,keep,no,NA,NA,NA,NA,NA,NA,NA
"Aerts, R; Verhoeven, JTA; Whigham, DF",Plant-mediated controls on nutrient cycling in temperate fens and bogs,1999,80,7,2170,2181,266,174,0.8565400843881856,keep,no,NA,NA,NA,NA,NA,NA,NA
"Richardson, CJ; Ferrell, GM; Vaithiyanathan, P","Nutrient effects on stand structure, resorption efficiency, and secondary compounds in everglades sawgrass",1999,80,7,2182,2192,85,174,0.4620253164556962,keep,no,NA,NA,NA,NA,NA,NA,NA
"Feller, IC; Whigham, DF; O'Neill, JP; McKee, KL",Effects of nutrient enrichment on within-stand cycling in a mangrove forest,1999,80,7,2193,2205,142,174,0.6645569620253164,keep,no,NA,NA,NA,NA,NA,NA,NA
"Berlow, EL; Navarrete, SA; Briggs, CJ; Power, ME; Menge, BA",Quantifying variation in the strengths of species interactions,1999,80,7,2206,2224,173,174,0.7468354430379747,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Pascual, M; Levin, SA",From individuals to population densities: searching for the intermediate scale of nontrivial determinism,1999,80,7,2225,2236,101,174,0.5464135021097046,keep,yes,NA,NA,NA,NA,NA,NA,NA
"De'ath, G",Principal curves: a new technique for indirect and direct gradient analysis,1999,80,7,2237,2253,82,174,0.4388185654008439,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Flury, BD; Levri, EP",Periodic logistic regression,1999,80,7,2254,2260,29,174,0.11392405063291139,keep,yes,NA,NA,NA,NA,NA,NA,NA
"McIntyre, NE; Wiens, JA",How does habitat patch size affect animal movement? An experiment with darkling beetles,1999,80,7,2261,2270,61,174,0.34810126582278483,keep,no,NA,NA,NA,NA,NA,NA,NA
"Crowley, PH; Linton, MC",Antlion foraging: tracking prey across space and time,1999,80,7,2271,2282,25,174,0.10126582278481013,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dent, CL; Grimm, NB",Spatial heterogeneity of stream water nutrient concentrations over successional time,1999,80,7,2283,2298,145,174,0.6751054852320675,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bertschy, KA; Fox, MG",The influence of age-specific survivorship on pumpkinseed sunfish life histories,1999,80,7,2299,2313,40,174,0.17932489451476794,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bronikowski, AM; Arnold, SJ",The evolutionary ecology of life history variation in the garter snake thamnophis elegans,1999,80,7,2314,2325,170,174,0.729957806,keep,no,NA,NA,NA,NA,NA,NA,NA
"Skelly, DK; Werner, EE; Cortwright, SA",Long-term distributional dynamics of a michigan amphibian assemblage,1999,80,7,2326,2337,256,174,0.8481012658227848,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wilmshurst, JE; Fryxell, JM; Colucci, PE",What constrains daily intake in thomson's gazelles?,1999,80,7,2338,2347,83,174,0.44936708860759494,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kreutzer, C; Lampert, W",Exploitative competition in differently sized daphnia species: a mechanistic explanation,1999,80,7,2348,2357,80,174,0.41983122362869196,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wilson, WG; Osenberg, CW; Schmitt, RJ; Nisbet, RM",Complementary foraging behaviors allow coexistence of two consumers,1999,80,7,2358,2372,68,174,0.3628691983122363,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kolb, KJ; Sperry, JS",Differences in drought adaptation between subspecies of sagebrush (artemisia tridentata),1999,80,7,2373,2384,211,174,0.8143459915611815,keep,no,NA,NA,NA,NA,NA,NA,NA
"Brown, JR; Archer, S",Shrub invasion of grassland: recruitment is continuous and not regulated by herbaceous biomass or density,1999,80,7,2385,2396,192,174,0.7763713080168776,keep,no,NA,NA,NA,NA,NA,NA,NA
"Christian, JM; Wilson, SD",Long-term ecosystem impacts of an introduced grass in the northern great plains,1999,80,7,2397,2407,193,174,0.7805907172995781,keep,no,NA,NA,NA,NA,NA,NA,NA
"Raab, TK; Lipson, DA; Monson, RK",Soil amino acid utilization among species of the cyperaceae: plant and soil processes,1999,80,7,2408,2419,163,174,0.7046413502109705,keep,no,NA,NA,NA,NA,NA,NA,NA
"Biondi, F; Fessenden, JE","Response of lodgepole pine growth to co2 degassing at mammoth mountain, california",1999,80,7,2420,2426,18,174,0.061181435,keep,no,NA,NA,NA,NA,NA,NA,NA
"Travers, SE",Pollen performance of plants in recently burned and unburned environments,1999,80,7,2427,2434,19,174,0.075949367,keep,no,NA,NA,NA,NA,NA,NA,NA
"Nakano, S; Miyasaka, H; Kuhara, N",Terrestrial-aquatic linkages: riparian arthropod inputs alter trophic cascades in a stream food web,1999,80,7,2435,2441,408,174,0.9514767932489452,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kiesecker, JM; Blaustein, AR",Pathogen reverses competition between larval amphibians,1999,80,7,2442,2448,80,174,0.41983122362869196,keep,no,NA,NA,NA,NA,NA,NA,NA
"Braatne, JH; Bliss, LC","Comparative physiological ecology of lupines colonizing early successional habitats on mount st. Helens (vol 80, pg 891, 1999)",1999,80,7,2448,2448,0,174,0.012658227848101266,omit,no,NA,NA,NA,NA,NA,NA,NA
"Caceres, CE","Interspecific variation in the abundance, production, and emergence of daphnia diapausing eggs (vol 79, pg 1699, 1998)",1999,80,7,2448,2448,0,174,0.012658227848101266,omit,no,NA,NA,NA,NA,NA,NA,NA
"Tracy, CR","Differences in body size among chuckwalla (sauromalus obesus) populations (vol 80, pg 259, 1999)",1999,80,7,2448,2448,0,174,0.012658227848101266,omit,no,NA,NA,NA,NA,NA,NA,NA
"Nekola, JC",Paleorefugia and neorefugia: the influence of colonization history on community pattern and process,1999,80,8,2459,2473,109,174,0.5738396624472574,keep,no,NA,NA,NA,NA,NA,NA,NA
"Taylor, PH; Gaines, SD",Can rapoport's rule be rescued? Modeling causes of the latitudinal gradient in species richness,1999,80,8,2474,2482,45,174,0.20675105485232068,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lyons, SK; Willig, MR",A hemispheric assessment of scale dependence in latitudinal gradients of species richness,1999,80,8,2483,2491,94,174,0.5274261603375527,keep,no,NA,NA,NA,NA,NA,NA,NA
"Donalson, DD; Nisbet, RM",Population dynamics and spatial scale: effects of system size on population persistence,1999,80,8,2492,2507,56,174,0.3143459915611814,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pillar, VD",How sharp are classifications?,1999,80,8,2508,2516,91,174,0.4978902953586498,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Kendall, WL",Robustness of closed capture-recapture methods to violations of the closure assumption,1999,80,8,2517,2525,264,174,0.8523206751054853,keep,yes,0,1,0,0,0,0,0
"McCoy, ED; Mushinsky, HR",Habitat fragmentation and the abundances of vertebrates in the florida scrub,1999,80,8,2526,2538,34,174,0.14556962025316456,keep,no,NA,NA,NA,NA,NA,NA,NA
"Loison, A; Festa-Bianchet, M; Gaillard, JM; Jorgenson, JT; Jullien, JM",Age-specific survival in five populations of ungulates: evidence of senescence,1999,80,8,2539,2554,317,174,0.9113924050632911,keep,no,NA,NA,NA,NA,NA,NA,NA
"Berube, CH; Festa-Bianchet, M; Jorgenson, JT","Individual differences, longevity, and reproductive senescence in bighorn ewes",1999,80,8,2555,2565,200,174,0.7890295358649789,keep,no,NA,NA,NA,NA,NA,NA,NA
"Farmer, AH; Wiens, JA",Models and reality: time-energy trade-offs in pectoral sandpiper (calidris melanotos) migration,1999,80,8,2566,2580,93,174,0.5189873417721519,keep,no,NA,NA,NA,NA,NA,NA,NA
"McConnaughay, KDM; Coleman, JS",Biomass allocation in plants: ontogeny or optimality? A test along three resource gradients,1999,80,8,2581,2593,479,174,0.9704641350210971,keep,no,NA,NA,NA,NA,NA,NA,NA
"Robertson, AW; Mountjoy, C; Faulkner, BE; Roberts, MV; Macnair, MR",Bumble bee selection of mimulus guttatus flowers: the effects of pollen quality and reward depletion,1999,80,8,2594,2606,87,174,0.4767932489451477,keep,no,NA,NA,NA,NA,NA,NA,NA
"Johnson, SD; Nilsson, LA","Pollen carryover, geitonogamy, and the evolution of deceptive pollination systems in orchids",1999,80,8,2607,2619,142,174,0.6645569620253164,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kalisz, S; Hanzawa, FM; Tonsor, SJ; Thiede, DA; Voigt, S",Ant-mediated seed dispersal alters pattern of relatedness in a population of trillium grandiflorum,1999,80,8,2620,2634,122,174,0.6181434599156118,keep,no,NA,NA,NA,NA,NA,NA,NA
"Matos, DMS; Freckleton, RP; Watkinson, AR",The role of density dependence in the population dynamics of a tropical palm,1999,80,8,2635,2650,113,174,0.5907172995780591,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pitman, NCA; Terborgh, J; Silman, MR; Nuez, P",Tree species distributions in an upper amazonian forest,1999,80,8,2651,2661,271,174,0.869198312,keep,no,NA,NA,NA,NA,NA,NA,NA
"Clark, DB; Palmer, MW; Clark, DA",Edaphic factors and the landscape-scale distributions of tropical rain forest trees,1999,80,8,2662,2675,337,174,0.9240506329113924,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hunter, MD; Forkner, RE",Hurricane damage influences foliar polyphenolics and subsequent herbivory on surviving trees,1999,80,8,2676,2682,54,174,0.29535864978902954,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cooper-Ellis, S; Foster, DR; Carlton, G; Lezberg, A",Forest response to catastrophic wind: results from an experimental hurricane,1999,80,8,2683,2696,155,174,0.6940928270042194,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dyer, AR; Rice, KJ",Effects of competition on resource availability and growth of a california bunchgrass,1999,80,8,2697,2710,181,174,0.7679324894514767,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bertness, MD; Leonard, GH; Levine, JM; Schmidt, PR; Ingraham, AO",Testing the relative contribution of positive and negative interactions in rocky intertidal communities,1999,80,8,2711,2726,299,174,0.8987341772151899,keep,no,NA,NA,NA,NA,NA,NA,NA
"Boughton, DA",Empirical evidence for complex source-sink dynamics with alternative states in a butterfly metapopulation,1999,80,8,2727,2739,107,174,0.5590717299578059,keep,no,NA,NA,NA,NA,NA,NA,NA
"Schneider, JC",Dispersal of a highly vagile insect in a heterogeneous environment,1999,80,8,2740,2749,34,174,0.14556962025316456,keep,no,NA,NA,NA,NA,NA,NA,NA
"Strong, DR; Whipple, AV; Child, AL; Dennis, B",Model selection for a subterranean trophic cascade: root-feeding caterpillars and entomopathogenic nematodes,1999,80,8,2750,2761,73,174,0.39029535864978904,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Jenkinson, DS; Meredith, J; Kinyamario, JI; Warren, GP; Wong, MTF; Harkness, DD; Bol, R; Coleman, K",Estimating net primary production from measurements made on soil organic-matter,1999,80,8,2762,2773,53,174,0.27637130801687765,keep,no,NA,NA,NA,NA,NA,NA,NA
"Yanai, RD; Siccama, TG; Arthur, MA; Federer, CA; Friedland, AJ",Accumulation and depletion of base cations in forest floors in the northeastern united states,1999,80,8,2774,2787,76,174,0.3987341772151899,keep,no,NA,NA,NA,NA,NA,NA,NA
"Siemann, E; Brown, JH",Gaps in mammalian body size distributions reexamined,1999,80,8,2788,2792,38,174,0.16455696202531644,keep,no,NA,NA,NA,NA,NA,NA,NA
"Arendt, JD; Wilson, DS",Countergradient selection for rapid growth in pumpkinseed sunfish: disentangling ecological and evolutionary effects,1999,80,8,2793,2798,64,174,0.35443037974683544,keep,no,NA,NA,NA,NA,NA,NA,NA
"Solow, AR; Polasky, S",A quick estimator for taxonomic surveys,1999,80,8,2799,2803,18,174,0.061181435,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Fox, CW; Savalli, UM",Maternal effects mediate host expansion in a seed-feeding beetle,2000,81,1,3,7,42,164,0.19283276450511946,keep,no,NA,NA,NA,NA,NA,NA,NA
"Post, DM; Conners, ME; Goldberg, DS",Prey preference by a top predator and the stability of linked food chains,2000,81,1,8,14,167,164,0.7610921501706485,keep,no,NA,NA,NA,NA,NA,NA,NA
"Herrera, CM",Flower-to-seedling consequences of different pollination regimes in an insect-pollinated shrub,2000,81,1,15,29,111,164,0.5648464163822525,keep,no,NA,NA,NA,NA,NA,NA,NA
"Mothershead, K; Marquis, RJ",Fitness impacts of herbivory through indirect effects on plant-pollinator interactions in oenothera macrocarpa,2000,81,1,30,40,248,164,0.8771331058020477,keep,no,NA,NA,NA,NA,NA,NA,NA
"Juenger, T; Bergelson, J",Does early season browsing influence the effect of self-pollination in scarlet gilia?,2000,81,1,41,48,24,164,0.090443686,keep,no,NA,NA,NA,NA,NA,NA,NA
"Mutikainen, P; Walls, M; Ovaska, J; Keinanen, M; Julkunen-Tiitto, R; Vapaavuori, E","Herbivore resistance in betula pendula: effect of fertilization, defoliation, and plant genotype",2000,81,1,49,65,140,164,0.6774744027303754,keep,no,NA,NA,NA,NA,NA,NA,NA
"Oedekoven, MA; Joern, A",Plant quality and spider predation affects grasshoppers (acrididae): food-quality-dependent compensatory mortality,2000,81,1,66,77,46,164,0.2150170648464164,keep,no,NA,NA,NA,NA,NA,NA,NA
"Sirotnak, JM; Huntly, NJ",Direct and indirect effects of herbivores on nitrogen dynamics: voles in riparian areas,2000,81,1,78,87,95,164,0.47952218430034127,keep,no,NA,NA,NA,NA,NA,NA,NA
"Knops, JMH; Tilman, D",Dynamics of soil nitrogen and carbon accumulation for 61 years after agricultural abandonment,2000,81,1,88,98,434,164,0.9726962457337884,keep,no,NA,NA,NA,NA,NA,NA,NA
"Symstad, AJ",A test of the effects of functional group richness and composition on grassland invasibility,2000,81,1,99,109,244,164,0.8686006825938567,keep,no,NA,NA,NA,NA,NA,NA,NA
"Woods, KD",Dynamics in late-successional hemlock-hardwood forests over three decades,2000,81,1,110,126,142,164,0.6877133105802048,keep,no,NA,NA,NA,NA,NA,NA,NA
"Sterner, RW; George, NB","Carbon, nitrogen, and phosphorus stoichiometry of cyprinid fishes",2000,81,1,127,140,134,164,0.6518771331058021,keep,no,NA,NA,NA,NA,NA,NA,NA
"Merriman, JL; Kirk, KL",Temporal patterns of resource limitation in natural populations of rotifers,2000,81,1,141,149,25,164,0.10068259385665529,keep,no,NA,NA,NA,NA,NA,NA,NA
"Straile, D; Halbich, A","Life history and multiple antipredator defenses of an invertebrate pelagic predator, bythotrephes longimanus",2000,81,1,150,163,49,164,0.23037542662116042,keep,no,NA,NA,NA,NA,NA,NA,NA
"Verschuren, D; Tibby, J; Sabbe, K; Roberts, N","Effects of depth, salinity, and substrate on the invertebrate community of a fluctuating tropical lake",2000,81,1,164,182,96,164,0.4880546075085324,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cottingham, KL; Schindler, DE",Effects of grazer community structure on phytoplankton response to nutrient pulses,2000,81,1,183,200,46,164,0.2150170648464164,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cruz-Rivera, E; Hay, ME","Can quantity replace quality? Food choice, compensatory feeding, and fitness of marine mesograzers",2000,81,1,201,219,289,164,0.9146757679180887,keep,no,NA,NA,NA,NA,NA,NA,NA
"Knick, ST; Rotenberry, JT",Ghosts of habitats past: contribution of landscape change to current habitats used by shrubland birds,2000,81,1,220,227,88,164,0.447098976,keep,no,NA,NA,NA,NA,NA,NA,NA
"McShea, WJ",The influence of acorn crops on annual variation in rodent and bird populations,2000,81,1,228,238,201,164,0.8174061433447098,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hanski, I; Alho, J; Moilanen, A",Estimating the parameters of survival and migration of individuals in metapopulations,2000,81,1,239,251,256,164,0.8839590443686007,keep,yes,0,1,0,0,1,0,0
"Kokko, H; Ruxton, GD",Breeding suppression and predator-prey dynamics,2000,81,1,252,260,36,164,0.15358361774744028,keep,no,NA,NA,NA,NA,NA,NA,NA
"Yodzis, P",Diffuse effects in food webs,2000,81,1,261,266,125,164,0.6279863481228669,keep,no,NA,NA,NA,NA,NA,NA,NA
"Levey, DJ; Sargent, S",A simple method for tracking vertebrate-dispersed seeds,2000,81,1,267,274,33,164,0.14334470989761092,keep,no,NA,NA,NA,NA,NA,NA,NA
"Gordon, WS; Jackson, RB",Nutrient concentrations in fine roots,2000,81,1,275,280,260,164,0.8873720136518771,keep,no,NA,NA,NA,NA,NA,NA,NA
"Stiling, P; Bowdish, TI",Direct and indirect effects of plant clone and local environment on herbivore abundance,2000,81,1,281,285,18,164,0.058020478,keep,no,NA,NA,NA,NA,NA,NA,NA
"Preston, CA; Baldwin, IT","Positive and negative signals regulate germination in the post-fire annual, nicotiana attenuata (vol 80, pg 481, 1999)",2000,81,1,293,293,3,164,0.017064846416382253,omit,no,NA,NA,NA,NA,NA,NA,NA
"Georges, JY; Guinet, C",Maternal care in the subantarctic fur seals on amsterdam island,2000,81,2,295,308,108,164,0.5494880546075085,keep,no,NA,NA,NA,NA,NA,NA,NA
"Weimerskirch, H; Barbraud, C; Lys, P",Sex differences in parental investment and chick growth in wandering albatrosses: fitness consequences,2000,81,2,309,318,119,164,0.5989761092150171,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hansson, B; Bensch, S; Hasselquist, D",Patterns of nest predation contribute to polygyny in the great reed warbler,2000,81,2,319,328,50,164,0.23890784982935154,keep,no,NA,NA,NA,NA,NA,NA,NA
"Sjoberg, K; Poysa, H; Elmberg, J; Nummi, P",Response of mallard ducklings to variation in habitat quality: an experiment of food limitation,2000,81,2,329,335,45,164,0.20648464163822525,keep,no,NA,NA,NA,NA,NA,NA,NA
"Badyaev, AV; Foresman, KR; Fernandes, MV",Stress and developmental stability: vegetation removal causes increased fluctuating asymmetry in shrews,2000,81,2,336,345,64,164,0.3361774744027304,keep,no,NA,NA,NA,NA,NA,NA,NA
"Costanzo, JP; Litzgus, JD; Iverson, JB; Lee, RE",Ice nuclei in soil compromise cold hardiness of hatchling painted turtles (chrysemys picta),2000,81,2,346,360,29,164,0.11604095563139932,keep,no,NA,NA,NA,NA,NA,NA,NA
"McGrady-Steed, J; Morin, PJ","Biodiversity, density compensation, and the dynamics of populations and functional groups",2000,81,2,361,373,116,164,0.5870307167235495,keep,no,NA,NA,NA,NA,NA,NA,NA
"Blumenshine, SC; Lodge, DM; Hodgson, JR",Gradient of fish predation alters body size distributions of lake benthos,2000,81,2,374,386,70,164,0.3651877133105802,keep,no,NA,NA,NA,NA,NA,NA,NA
"Klug, JL; Fischer, JM; Ives, AR; Dennis, B",Compensatory dynamics in planktonic community responses to ph perturbations,2000,81,2,387,398,103,164,0.5204778156996587,keep,no,NA,NA,NA,NA,NA,NA,NA
"Thrush, SF; Hewitt, JE; Cummings, VJ; Green, MO; Funnell, GA; Wilkinson, MR",The generality of field experiments: interactions between local and broad-scale processes,2000,81,2,399,415,81,164,0.4044368600682594,keep,no,NA,NA,NA,NA,NA,NA,NA
"Holmes, RM; Peterson, BJ; Deegan, LA; Hughes, JE; Fry, B",Nitrogen biogeochemistry in the oligohaline zone of a new england estuary,2000,81,2,416,432,51,164,0.24573378839590443,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hughes, JE; Deegan, LA; Peterson, BJ; Holmes, RM; Fry, B",Nitrogen flow through the food web in the oligohaline zone of a new england estuary,2000,81,2,433,452,63,164,0.3293515358361775,keep,no,NA,NA,NA,NA,NA,NA,NA
"Johnson, LC; Shaver, GR; Cades, DH; Rastetter, E; Nadelhoffer, K; Giblin, A; Laundre, J; Stanley, A",Plant carbon-nutrient interactions control co2 exchange in alaskan wet sedge tundra ecosystems,2000,81,2,453,469,99,164,0.49658703071672355,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moon, DC; Stiling, P",Relative importance of abiotically induced direct and indirect effects on a salt-marsh herbivore,2000,81,2,470,481,48,164,0.22525597269624573,keep,no,NA,NA,NA,NA,NA,NA,NA
"Morales, MA",Mechanisms and density dependence of benefit in an ant-membracid mutualism,2000,81,2,482,489,80,164,0.39761092150170646,keep,no,NA,NA,NA,NA,NA,NA,NA
"Norton, AP; English-Loeb, G; Gadoury, D; Seem, RC",Mycophagous mites and foliar pathogens: leaf domatia mediate tritrophic interactions in grapes,2000,81,2,490,499,71,164,0.3720136518771331,keep,no,NA,NA,NA,NA,NA,NA,NA
"Agrawal, AA",Host-range evolution: adaptation and trade-offs in fitness of mites on alternative hosts,2000,81,2,500,508,189,164,0.8003412969283277,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hare, JD; Morgan, DJW",Chemical conspicuousness of an herbivore to its natural enemy: effect of feeding site selection,2000,81,2,509,519,7,164,0.027303754266211604,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ouborg, NJ; Biere, A; Mudde, CL",Inbreeding effects on resistance and transmission-related traits in the silene-microbotryum pathosystem,2000,81,2,520,531,68,164,0.35494880546075086,keep,no,NA,NA,NA,NA,NA,NA,NA
"Eckert, CG","Contributions of autogamy and geitonogamy to self-fertilization in a mass-flowering, clonal plant",2000,81,2,532,542,190,164,0.8071672354948806,keep,no,NA,NA,NA,NA,NA,NA,NA
"Aubry, P; Debouzie, D",Geostatistical estimation variance for the spatial mean in two-dimensional systematic sampling,2000,81,2,543,553,31,164,0.12627986348122866,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Runkle, JR",Canopy tree turnover in old-growth mesic forests of eastern north america,2000,81,2,554,567,130,164,0.64334471,keep,no,NA,NA,NA,NA,NA,NA,NA
"Connell, JH; Green, PT",Seedling dynamics over thirty-two years in a tropical rain forest tree,2000,81,2,568,584,138,164,0.6689419795221843,keep,no,NA,NA,NA,NA,NA,NA,NA
"Herwitz, SR; Slye, RE; Turton, SM",Long-term survivorship and crown area dynamics of tropical rain forest canopy trees,2000,81,2,585,597,24,164,0.090443686,keep,no,NA,NA,NA,NA,NA,NA,NA
"Heppell, S; Pfister, C; de Kroon, H",Elasticity analysis in population biology: methods and applications,2000,81,3,605,606,55,164,0.27303754266211605,omit,no,NA,NA,NA,NA,NA,NA,NA
"de Kroon, H; van Groenendael, J; Ehrlen, J",Elasticities: a review of methods and model limitations,2000,81,3,607,618,417,164,0.9692832764505119,keep,yes,0,1,0,0,0,0,0
"Caswell, H",Prospective and retrospective perturbation analyses: their roles in conservation biology,2000,81,3,619,627,367,164,0.9488054607508533,keep,yes,0,1,0,0,0,0,0
"Wisdom, MJ; Mills, LS; Doak, DF",Life stage simulation analysis: estimating vital-rate effects on population growth for conservation,2000,81,3,628,641,243,164,0.863481229,keep,yes,0,1,0,0,0,0,0
"Saether, BE; Bakke, O",Avian life history variation and contribution of demographic traits to the population growth rate,2000,81,3,642,653,940,164,0.9931740614334471,keep,no,NA,NA,NA,NA,NA,NA,NA
"Heppell, SS; Caswell, H; Crowder, LB",Life histories and elasticity patterns: perturbation analysis for species with minimal demographic data,2000,81,3,654,665,450,164,0.9761092150170648,keep,yes,0,1,0,0,0,0,0
"van Tienderen, PH",Elasticities and the link between demographic and evolutionary dynamics,2000,81,3,666,679,136,164,0.658703072,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Grant, A; Benton, TG",Elasticity analysis for density-dependent populations in stochastic environments,2000,81,3,680,693,109,164,0.5546075085324232,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Easterling, MR; Ellner, SP; Dixon, PM",Size-specific sensitivity: applying a new structured population model,2000,81,3,694,708,466,164,0.9829351535836177,keep,yes,0,1,0,0,0,0,0
"Pennings, SC; Callaway, RM",The advantages of clonal integration under different ecological conditions: a community-wide test,2000,81,3,709,716,163,164,0.7474402730375427,keep,no,NA,NA,NA,NA,NA,NA,NA
"McLachlan, JS; Foster, DR; Menalled, F",Anthropogenic ties to late-successional structure and composition in four new england hemlock stands,2000,81,3,717,733,57,164,0.29180887372013653,keep,no,NA,NA,NA,NA,NA,NA,NA
"Connor, EF; Courtney, AC; Yoder, JM",Individuals-area relationships: the relationship between animal population density and area,2000,81,3,734,748,266,164,0.8976109215017065,keep,no,NA,NA,NA,NA,NA,NA,NA
"Garcia-Ramos, G; Sanchez-Garduno, F; Maini, PK",Dispersal can sharpen parapatric boundaries on a spatially varying environment,2000,81,3,749,760,22,164,0.076791809,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ferguson, SH; Taylor, MK; Messier, F",Influence of sea ice dynamics on habitat selection by polar bears,2000,81,3,761,772,77,164,0.3822525597269625,keep,no,NA,NA,NA,NA,NA,NA,NA
"Fauchald, P; Erikstad, KE; Skarsfjord, H",Scale-dependent predator-prey interactions: the hierarchical spatial distribution of seabirds and prey,2000,81,3,773,783,217,164,0.8361774744027304,keep,no,NA,NA,NA,NA,NA,NA,NA
